0	4.5	0.125	0.5	['G4']	[]	[0]	[7]
24	267/100	0.0625	0.3333333333333333	['B-2', 'G3', 'C4', 'E4']	['M6', 'M9', 'A11', 'P4', 'M3']	[0, 2, 5, 8]	[4, 7, 10, 0]
24	3.0	0.5	0.3333333333333333	['B-2', 'A-3', 'C4', 'F4']	['m7', 'M9', 'P12', 'M3', 'M6', 'P4']	[0, 2, 4, 7]	[5, 8, 10, 0]
24	333/100	0.0625	0.3333333333333333	['B-2', 'A-3', 'C4', 'F4']	['m7', 'M9', 'P12', 'M3', 'M6', 'P4']	[0, 2, 4, 7]	[5, 8, 10, 0]
24	367/100	0.0625	0.3333333333333333	['B-2', 'A-3', 'C4', 'F4']	['m7', 'M9', 'P12', 'M3', 'M6', 'P4']	[0, 2, 4, 7]	[5, 8, 10, 0]
24	4.0	0.25	0.3333333333333333	['B-2', 'F#3', 'A3', 'E-4', 'C5']	['A5', 'M7', 'P11', 'M16', 'm3', 'd7', 'd12', 'd5', 'm10', 'M6']	[0, 1, 3, 6, 9]	[9, 10, 0, 3, 6]
24	433/100	0.0625	0.3333333333333333	['B-2', 'F#3', 'A3', 'E-4', 'C5']	['A5', 'M7', 'P11', 'M16', 'm3', 'd7', 'd12', 'd5', 'm10', 'M6']	[0, 1, 3, 6, 9]	[9, 10, 0, 3, 6]
24	467/100	0.0625	0.3333333333333333	['B-2', 'F#3', 'A3', 'E-4', 'C5']	['A5', 'M7', 'P11', 'M16', 'm3', 'd7', 'd12', 'd5', 'm10', 'M6']	[0, 1, 3, 6, 9]	[9, 10, 0, 3, 6]
25	1.0	1.0	0.3333333333333333	['B-2', 'B-4']	['P15']	[0]	[10]
25	133/100	0.0625	0.3333333333333333	['B-2', 'G3', 'B-3', 'E-4', 'B-4']	['M6', 'P8', 'P11', 'P15', 'm3', 'm6', 'm10', 'P4', 'P5']	[0, 3, 7]	[3, 7, 10]
25	167/100	0.0625	0.3333333333333333	['B-2', 'G3', 'B-3', 'E-4', 'B-4']	['M6', 'P8', 'P11', 'P15', 'm3', 'm6', 'm10', 'P4', 'P5']	[0, 3, 7]	[3, 7, 10]
25	2.0	0.25	0.3333333333333333	['B-2', 'G3', 'B-3', 'E-4', 'B-4']	['M6', 'P8', 'P11', 'P15', 'm3', 'm6', 'm10', 'P4', 'P5']	[0, 3, 7]	[3, 7, 10]
25	233/100	0.0625	0.16666666666666666	['B-2', 'G3', 'B-3', 'E-4', 'B-4']	['M6', 'P8', 'P11', 'P15', 'm3', 'm6', 'm10', 'P4', 'P5']	[0, 3, 7]	[3, 7, 10]
25	2.5	0.125	0.16666666666666666	['B-2', 'G3', 'B-3', 'E-4', 'B-4']	['M6', 'P8', 'P11', 'P15', 'm3', 'm6', 'm10', 'P4', 'P5']	[0, 3, 7]	[3, 7, 10]
25	267/100	0.0625	0.3333333333333333	['B-2', 'G3', 'B-3', 'E-4', 'B-4']	['M6', 'P8', 'P11', 'P15', 'm3', 'm6', 'm10', 'P4', 'P5']	[0, 3, 7]	[3, 7, 10]
25	3.0	0.5	0.3333333333333333	['B-2', 'A-3', 'C4', 'E-4', 'C5']	['m7', 'M9', 'P11', 'M16', 'M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 2, 4, 7]	[8, 10, 0, 3]
25	333/100	0.0625	0.3333333333333333	['B-2', 'A-3', 'C4', 'E-4', 'C5']	['m7', 'M9', 'P11', 'M16', 'M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 2, 4, 7]	[8, 10, 0, 3]
25	367/100	0.0625	0.3333333333333333	['B-2', 'A-3', 'C4', 'E-4', 'C5']	['m7', 'M9', 'P11', 'M16', 'M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 2, 4, 7]	[8, 10, 0, 3]
25	4.0	0.25	0.3333333333333333	['B-2', 'A3', 'C4', 'G-4', 'E-5']	['M7', 'M9', 'm13', 'P18', 'm3', 'd7', 'd12', 'd5', 'm10', 'M6']	[0, 1, 3, 6, 9]	[9, 10, 0, 3, 6]
25	433/100	0.0625	0.3333333333333333	['B-2', 'A3', 'C4', 'G-4', 'E-5']	['M7', 'M9', 'm13', 'P18', 'm3', 'd7', 'd12', 'd5', 'm10', 'M6']	[0, 1, 3, 6, 9]	[9, 10, 0, 3, 6]
25	467/100	0.0625	0.3333333333333333	['B-2', 'A3', 'C4', 'G-4', 'E-5']	['M7', 'M9', 'm13', 'P18', 'm3', 'd7', 'd12', 'd5', 'm10', 'M6']	[0, 1, 3, 6, 9]	[9, 10, 0, 3, 6]
26	1.0	1.0	0.3333333333333333	['B-2', 'D5']	['M17']	[0, 4]	[10, 2]
26	133/100	0.0625	0.3333333333333333	['B-3', 'D4', 'F4', 'D5']	['M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 3, 7]	[10, 2, 5]
26	167/100	0.0625	0.3333333333333333	['B-3', 'D4', 'F4', 'D5']	['M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 3, 7]	[10, 2, 5]
26	2.0	0.25	0.3333333333333333	['B-3', 'D4', 'F4', 'D5']	['M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 3, 7]	[10, 2, 5]
26	233/100	0.0625	0.3333333333333333	['A-3', 'B-3', 'D4', 'F4', 'C5', 'D5']	['M2', 'A4', 'M6', 'M10', 'A11', 'M3', 'P5', 'M9', 'm3', 'm7', 'P8']	[0, 2, 4, 6, 9]	[8, 10, 0, 2, 5]
26	267/100	0.0625	0.3333333333333333	['A-3', 'B-3', 'D4', 'F4', 'C5', 'D5']	['M2', 'A4', 'M6', 'M10', 'A11', 'M3', 'P5', 'M9', 'm3', 'm7', 'P8']	[0, 2, 4, 6, 9]	[8, 10, 0, 2, 5]
26	3.0	0.5	0.3333333333333333	['A-3', 'B-3', 'D4', 'F4', 'C5']	['M2', 'A4', 'M6', 'M10', 'M3', 'P5', 'M9', 'm3', 'm7']	[0, 2, 4, 6, 9]	[8, 10, 0, 2, 5]
26	333/100	0.0625	0.3333333333333333	['G3', 'B-3', 'D4', 'B-4']	['m3', 'P5', 'm10', 'M3', 'P8', 'm6']	[0, 3, 7]	[7, 10, 2]
26	367/100	0.0625	0.3333333333333333	['G3', 'B-3', 'D4', 'B-4']	['m3', 'P5', 'm10', 'M3', 'P8', 'm6']	[0, 3, 7]	[7, 10, 2]
26	4.0	0.25	0.3333333333333333	['G3', 'B-3', 'D4', 'A-4', 'B-4']	['m3', 'P5', 'm9', 'm10', 'M3', 'm7', 'P8', 'd5', 'm6', 'M2']	[0, 1, 3, 7]	[7, 8, 10, 2]
26	433/100	0.0625	0.3333333333333333	['F3', 'B-3', 'D4', 'A-4']	['P4', 'M6', 'm10', 'M3', 'm7', 'd5']	[0, 2, 5, 8]	[2, 5, 8, 10]
26	467/100	0.0625	0.3333333333333333	['F3', 'B-3', 'D4', 'A-4']	['P4', 'M6', 'm10', 'M3', 'm7', 'd5']	[0, 2, 5, 8]	[2, 5, 8, 10]
27	1.0	1.0	0.3333333333333333	['E-2', 'G4']	['M17']	[0, 4]	[3, 7]
27	133/100	0.0625	0.3333333333333333	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
27	167/100	0.0625	0.3333333333333333	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
27	2.0	0.25	0.3333333333333333	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
27	233/100	0.0625	0.16666666666666666	['E-3', 'B-3', 'E-4', 'G4']	['P5', 'P8', 'M10', 'P4', 'M6', 'M3']	[0, 3, 7]	[3, 7, 10]
27	2.5	0.125	0.16666666666666666	['E-3', 'E3', 'B-3', 'E-4', 'G4']	['A1', 'P5', 'P8', 'M10', 'd5', 'd8', 'm10', 'P4', 'M6', 'M3']	[0, 1, 4, 7]	[3, 4, 7, 10]
27	267/100	0.0625	0.3333333333333333	['E-3', 'E3', 'B-3', 'C#4', 'G4']	['A1', 'P5', 'A6', 'M10', 'd5', 'M6', 'm10', 'A2']	[0, 1, 3, 6, 9]	[7, 10, 1, 3, 4]
27	3.0	0.5	0.3333333333333333	['E-3', 'F3', 'B-3', 'D4', 'A-4']	['M2', 'P5', 'M7', 'P11', 'P4', 'M6', 'm10', 'M3', 'm7', 'd5']	[0, 1, 3, 6, 8]	[2, 3, 5, 8, 10]
27	333/100	0.0625	0.16666666666666666	['E-3', 'F3', 'B-3', 'D4', 'A-4']	['M2', 'P5', 'M7', 'P11', 'P4', 'M6', 'm10', 'M3', 'm7', 'd5']	[0, 1, 3, 6, 8]	[2, 3, 5, 8, 10]
27	3.5	0.125	0.16666666666666666	['E-3', 'F3', 'B-3', 'D4', 'A-4']	['M2', 'P5', 'M7', 'P11', 'P4', 'M6', 'm10', 'M3', 'm7', 'd5']	[0, 1, 3, 6, 8]	[2, 3, 5, 8, 10]
27	367/100	0.0625	0.3333333333333333	['E-3', 'F3', 'B-3', 'D4', 'A-4']	['M2', 'P5', 'M7', 'P11', 'P4', 'M6', 'm10', 'M3', 'm7', 'd5']	[0, 1, 3, 6, 8]	[2, 3, 5, 8, 10]
27	4.0	0.25	0.3333333333333333	['E-3', 'F#3', 'C4', 'E-4', 'A4']	['A2', 'M6', 'P8', 'A11', 'd5', 'd7', 'm10', 'm3', 'A4']	[0, 3, 6, 9]	[0, 3, 6, 9]
27	433/100	0.0625	0.16666666666666666	['E-3', 'F#3', 'C4', 'E-4', 'A4']	['A2', 'M6', 'P8', 'A11', 'd5', 'd7', 'm10', 'm3', 'A4']	[0, 3, 6, 9]	[0, 3, 6, 9]
27	4.5	0.125	0.16666666666666666	['E-3', 'F#3', 'C4', 'E-4', 'A4']	['A2', 'M6', 'P8', 'A11', 'd5', 'd7', 'm10', 'm3', 'A4']	[0, 3, 6, 9]	[0, 3, 6, 9]
27	467/100	0.0625	0.3333333333333333	['E-3', 'F#3', 'C4', 'E-4', 'A4']	['A2', 'M6', 'P8', 'A11', 'd5', 'd7', 'm10', 'm3', 'A4']	[0, 3, 6, 9]	[0, 3, 6, 9]
28	1.0	1.0	0.3333333333333333	['E-2', 'B-4']	['P19']	[0, 5]	[10, 3]
28	133/100	0.0625	0.3333333333333333	['E-3', 'G3', 'D-4', 'E-4', 'B-4']	['M3', 'm7', 'P8', 'P12', 'd5', 'm6', 'm10', 'M2', 'M6', 'P5']	[0, 2, 5, 8]	[7, 10, 1, 3]
28	167/100	0.0625	0.3333333333333333	['E-3', 'G3', 'D-4', 'E-4', 'B-4']	['M3', 'm7', 'P8', 'P12', 'd5', 'm6', 'm10', 'M2', 'M6', 'P5']	[0, 2, 5, 8]	[7, 10, 1, 3]
28	2.0	0.25	0.3333333333333333	['E-3', 'G3', 'D-4', 'E-4', 'B-4']	['M3', 'm7', 'P8', 'P12', 'd5', 'm6', 'm10', 'M2', 'M6', 'P5']	[0, 2, 5, 8]	[7, 10, 1, 3]
28	233/100	0.0625	0.3333333333333333	['E-3', 'G3', 'D-4', 'E-4', 'B-4']	['M3', 'm7', 'P8', 'P12', 'd5', 'm6', 'm10', 'M2', 'M6', 'P5']	[0, 2, 5, 8]	[7, 10, 1, 3]
28	267/100	0.0625	0.3333333333333333	['E-3', 'G3', 'D-4', 'E-4', 'B-4']	['M3', 'm7', 'P8', 'P12', 'd5', 'm6', 'm10', 'M2', 'M6', 'P5']	[0, 2, 5, 8]	[7, 10, 1, 3]
28	3.0	0.5	0.3333333333333333	['E-3', 'G3', 'D-4', 'E-4', 'B-4']	['M3', 'm7', 'P8', 'P12', 'd5', 'm6', 'm10', 'M2', 'M6', 'P5']	[0, 2, 5, 8]	[7, 10, 1, 3]
28	333/100	0.0625	0.3333333333333333	['E-3', 'G3', 'D-4', 'E-4', 'B-4']	['M3', 'm7', 'P8', 'P12', 'd5', 'm6', 'm10', 'M2', 'M6', 'P5']	[0, 2, 5, 8]	[7, 10, 1, 3]
28	367/100	0.0625	0.3333333333333333	['E-3', 'G3', 'D-4', 'E-4', 'B-4']	['M3', 'm7', 'P8', 'P12', 'd5', 'm6', 'm10', 'M2', 'M6', 'P5']	[0, 2, 5, 8]	[7, 10, 1, 3]
28	4.0	0.25	0.3333333333333333	['E-3', 'G3', 'D-4', 'E-4', 'B4']	['M3', 'm7', 'P8', 'A12', 'd5', 'm6', 'M10', 'M2', 'A6', 'A5']	[0, 2, 4, 8]	[11, 1, 3, 7]
28	433/100	0.0625	0.3333333333333333	['E-3', 'G3', 'D-4', 'E-4', 'B4']	['M3', 'm7', 'P8', 'A12', 'd5', 'm6', 'M10', 'M2', 'A6', 'A5']	[0, 2, 4, 8]	[11, 1, 3, 7]
28	467/100	0.0625	0.3333333333333333	['E-3', 'G3', 'D-4', 'E-4', 'B4']	['M3', 'm7', 'P8', 'A12', 'd5', 'm6', 'M10', 'M2', 'A6', 'A5']	[0, 2, 4, 8]	[11, 1, 3, 7]
29	1.0	1.0	0.3333333333333333	['A-2', 'C5']	['M17']	[0, 4]	[8, 0]
29	133/100	0.0625	0.3333333333333333	['A-3', 'C4', 'E-4', 'C5']	['M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 3, 7]	[8, 0, 3]
29	167/100	0.0625	0.3333333333333333	['A-3', 'C4', 'E-4', 'C5']	['M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 3, 7]	[8, 0, 3]
29	2.0	0.25	0.3333333333333333	['A-3', 'C4', 'E-4', 'C5']	['M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 3, 7]	[8, 0, 3]
29	233/100	0.0625	0.16666666666666666	['A-3', 'C4', 'E-4', 'C5']	['M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 3, 7]	[8, 0, 3]
29	2.5	0.125	0.16666666666666666	['A-3', 'C4', 'E-4', 'C5']	['M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 3, 7]	[8, 0, 3]
29	267/100	0.0625	0.3333333333333333	['A-3', 'C4', 'E-4', 'C5']	['M3', 'P5', 'M10', 'm3', 'P8', 'M6']	[0, 3, 7]	[8, 0, 3]
29	3.0	0.5	0.3333333333333333	['A-3', 'C4', 'D4', 'F4', 'C5', 'D5']	['M3', 'A4', 'M6', 'M10', 'A11', 'M2', 'P4', 'P8', 'M9', 'm3', 'm7', 'P5']	[0, 2, 5, 8]	[0, 2, 5, 8]
29	333/100	0.0625	0.3333333333333333	['A-3', 'C4', 'D4', 'F4', 'C5', 'D5']	['M3', 'A4', 'M6', 'M10', 'A11', 'M2', 'P4', 'P8', 'M9', 'm3', 'm7', 'P5']	[0, 2, 5, 8]	[0, 2, 5, 8]
29	367/100	0.0625	0.3333333333333333	['A-3', 'C4', 'D4', 'F4', 'C5', 'D5']	['M3', 'A4', 'M6', 'M10', 'A11', 'M2', 'P4', 'P8', 'M9', 'm3', 'm7', 'P5']	[0, 2, 5, 8]	[0, 2, 5, 8]
29	4.0	0.25	0.3333333333333333	['A-3', 'C4', 'D4', 'F4', 'C5', 'D5']	['M3', 'A4', 'M6', 'M10', 'A11', 'M2', 'P4', 'P8', 'M9', 'm3', 'm7', 'P5']	[0, 2, 5, 8]	[0, 2, 5, 8]
29	433/100	0.0625	0.3333333333333333	['A-3', 'C4', 'D4', 'F4', 'C5', 'D5']	['M3', 'A4', 'M6', 'M10', 'A11', 'M2', 'P4', 'P8', 'M9', 'm3', 'm7', 'P5']	[0, 2, 5, 8]	[0, 2, 5, 8]
29	467/100	0.0625	0.3333333333333333	['A-3', 'C4', 'D4', 'F4', 'C5', 'D5']	['M3', 'A4', 'M6', 'M10', 'A11', 'M2', 'P4', 'P8', 'M9', 'm3', 'm7', 'P5']	[0, 2, 5, 8]	[0, 2, 5, 8]
30	1.0	1.0	0.3333333333333333	['G2', 'G5']	['P22']	[0]	[7]
30	133/100	0.0625	0.3333333333333333	['G3', 'B3', 'F4', 'G4', 'D5', 'G5']	['M3', 'm7', 'P8', 'P12', 'P15', 'd5', 'm6', 'm10', 'm13', 'M2', 'M6', 'M9', 'P5', 'P4']	[0, 2, 5, 8]	[11, 2, 5, 7]
30	167/100	0.0625	0.3333333333333333	['G3', 'B3', 'F4', 'G4', 'D5', 'G5']	['M3', 'm7', 'P8', 'P12', 'P15', 'd5', 'm6', 'm10', 'm13', 'M2', 'M6', 'M9', 'P5', 'P4']	[0, 2, 5, 8]	[11, 2, 5, 7]
30	2.0	0.25	0.3333333333333333	['G3', 'B3', 'F4', 'G4', 'D5', 'G5']	['M3', 'm7', 'P8', 'P12', 'P15', 'd5', 'm6', 'm10', 'm13', 'M2', 'M6', 'M9', 'P5', 'P4']	[0, 2, 5, 8]	[11, 2, 5, 7]
30	233/100	0.0625	0.3333333333333333	['G3', 'B3', 'F4', 'G4', 'D5', 'G5']	['M3', 'm7', 'P8', 'P12', 'P15', 'd5', 'm6', 'm10', 'm13', 'M2', 'M6', 'M9', 'P5', 'P4']	[0, 2, 5, 8]	[11, 2, 5, 7]
30	267/100	0.0625	0.3333333333333333	['G3', 'B3', 'F4', 'G4', 'D5', 'G5']	['M3', 'm7', 'P8', 'P12', 'P15', 'd5', 'm6', 'm10', 'm13', 'M2', 'M6', 'M9', 'P5', 'P4']	[0, 2, 5, 8]	[11, 2, 5, 7]
30	3.0	0.5	0.3333333333333333	['G3', 'A3', 'F4', 'G4', 'C5', 'G5']	['M2', 'm7', 'P8', 'P11', 'P15', 'm6', 'm10', 'm14', 'P5', 'M9', 'P4']	[0, 2, 4, 7]	[5, 7, 9, 0]
30	333/100	0.0625	0.3333333333333333	['G3', 'A3', 'F4', 'G4', 'C5', 'G5']	['M2', 'm7', 'P8', 'P11', 'P15', 'm6', 'm10', 'm14', 'P5', 'M9', 'P4']	[0, 2, 4, 7]	[5, 7, 9, 0]
30	367/100	0.0625	0.3333333333333333	['G3', 'A3', 'F4', 'G4', 'C5', 'G5']	['M2', 'm7', 'P8', 'P11', 'P15', 'm6', 'm10', 'm14', 'P5', 'M9', 'P4']	[0, 2, 4, 7]	[5, 7, 9, 0]
30	4.0	0.25	0.3333333333333333	['G3', 'B3', 'F4', 'G4', 'D5']	['M3', 'm7', 'P8', 'P12', 'd5', 'm6', 'm10', 'M2', 'M6', 'P5']	[0, 2, 5, 8]	[11, 2, 5, 7]
30	433/100	0.0625	0.3333333333333333	['G3', 'B3', 'F4', 'G4', 'D5']	['M3', 'm7', 'P8', 'P12', 'd5', 'm6', 'm10', 'M2', 'M6', 'P5']	[0, 2, 5, 8]	[11, 2, 5, 7]
30	467/100	0.0625	0.3333333333333333	['G3', 'B3', 'F4', 'G4', 'D5']	['M3', 'm7', 'P8', 'P12', 'd5', 'm6', 'm10', 'M2', 'M6', 'P5']	[0, 2, 5, 8]	[11, 2, 5, 7]
31	1.0	1.0	0.3333333333333333	['C3', 'E-5']	['m17']	[0, 3]	[0, 3]
31	133/100	0.0625	0.3333333333333333	['C4', 'E-4', 'G4', 'E-5']	['m3', 'P5', 'm10', 'M3', 'P8', 'm6']	[0, 3, 7]	[0, 3, 7]
31	167/100	0.0625	0.3333333333333333	['C4', 'E-4', 'G4', 'E-5']	['m3', 'P5', 'm10', 'M3', 'P8', 'm6']	[0, 3, 7]	[0, 3, 7]
31	2.0	0.25	0.3333333333333333	['C4', 'E-4', 'G4', 'E-5']	['m3', 'P5', 'm10', 'M3', 'P8', 'm6']	[0, 3, 7]	[0, 3, 7]
31	233/100	0.0625	0.16666666666666666	['C4', 'E-4', 'G4', 'E-5']	['m3', 'P5', 'm10', 'M3', 'P8', 'm6']	[0, 3, 7]	[0, 3, 7]
31	2.5	0.125	0.16666666666666666	['C4', 'E-4', 'G4', 'E-5']	['m3', 'P5', 'm10', 'M3', 'P8', 'm6']	[0, 3, 7]	[0, 3, 7]
31	267/100	0.0625	0.3333333333333333	['C4', 'E-4', 'G4', 'E-5']	['m3', 'P5', 'm10', 'M3', 'P8', 'm6']	[0, 3, 7]	[0, 3, 7]
31	3.0	0.5	0.3333333333333333	['A-2', 'E-4', 'D5']	['P12', 'A18', 'M7']	[0, 1, 6]	[2, 3, 8]
31	333/100	0.0625	0.3333333333333333	['A-2', 'B-3', 'D4', 'E-4', 'D5']	['M9', 'A11', 'P12', 'A18', 'M3', 'P4', 'M10', 'm2', 'P8', 'M7']	[0, 1, 5, 7]	[8, 10, 2, 3]
31	367/100	0.0625	0.3333333333333333	['A-2', 'B-3', 'D4', 'E-4', 'D5']	['M9', 'A11', 'P12', 'A18', 'M3', 'P4', 'M10', 'm2', 'P8', 'M7']	[0, 1, 5, 7]	[8, 10, 2, 3]
31	4.0	0.25	0.3333333333333333	['A-2', 'A-3', 'C4', 'E-4', 'C5']	['P8', 'M10', 'P12', 'M17', 'M3', 'P5', 'm3', 'M6']	[0, 3, 7]	[8, 0, 3]
31	433/100	0.0625	0.3333333333333333	['A-2', 'A-3', 'C4', 'E-4', 'C5']	['P8', 'M10', 'P12', 'M17', 'M3', 'P5', 'm3', 'M6']	[0, 3, 7]	[8, 0, 3]
31	467/100	0.0625	0.3333333333333333	['A-2', 'A-3', 'C4', 'E-4', 'C5']	['P8', 'M10', 'P12', 'M17', 'M3', 'P5', 'm3', 'M6']	[0, 3, 7]	[8, 0, 3]
32	1.0	1.0	0.3333333333333333	['G2', 'E-3', 'B-3', 'E-4', 'B-4']	['m6', 'm10', 'm13', 'm17', 'P5', 'P8', 'P12', 'P4']	[0, 3, 7]	[3, 7, 10]
32	133/100	0.0625	0.3333333333333333	['G2', 'E-3', 'B-3', 'E-4', 'B-4']	['m6', 'm10', 'm13', 'm17', 'P5', 'P8', 'P12', 'P4']	[0, 3, 7]	[3, 7, 10]
32	167/100	0.0625	0.3333333333333333	['G2', 'E-3', 'B-3', 'E-4', 'B-4']	['m6', 'm10', 'm13', 'm17', 'P5', 'P8', 'P12', 'P4']	[0, 3, 7]	[3, 7, 10]
32	2.0	0.25	0.3333333333333333	['G2', 'E-3', 'B-3', 'E-4', 'B-4']	['m6', 'm10', 'm13', 'm17', 'P5', 'P8', 'P12', 'P4']	[0, 3, 7]	[3, 7, 10]
32	233/100	0.0625	0.16666666666666666	['G2', 'E-3', 'B-3', 'E-4', 'B-4']	['m6', 'm10', 'm13', 'm17', 'P5', 'P8', 'P12', 'P4']	[0, 3, 7]	[3, 7, 10]
32	2.5	0.125	0.16666666666666666	['G2', 'E-3', 'B-3', 'E-4', 'B-4']	['m6', 'm10', 'm13', 'm17', 'P5', 'P8', 'P12', 'P4']	[0, 3, 7]	[3, 7, 10]
32	267/100	0.0625	0.3333333333333333	['G2', 'E-3', 'B-3', 'E-4', 'B-4']	['m6', 'm10', 'm13', 'm17', 'P5', 'P8', 'P12', 'P4']	[0, 3, 7]	[3, 7, 10]
32	3.0	0.5	0.3333333333333333	['F2', 'D3', 'B-3', 'A-4']	['M6', 'P11', 'm17', 'm6', 'd12', 'm7']	[0, 2, 5, 8]	[2, 5, 8, 10]
32	333/100	0.0625	0.3333333333333333	['F2', 'D3', 'B-3', 'A-4']	['M6', 'P11', 'm17', 'm6', 'd12', 'm7']	[0, 2, 5, 8]	[2, 5, 8, 10]
32	367/100	0.0625	0.3333333333333333	['F2', 'D3', 'B-3', 'A-4']	['M6', 'P11', 'm17', 'm6', 'd12', 'm7']	[0, 2, 5, 8]	[2, 5, 8, 10]
32	4.0	0.25	0.3333333333333333	['E-2', 'E-3', 'B-3', 'G4']	['P8', 'P12', 'M17', 'P5', 'M10', 'M6']	[0, 3, 7]	[3, 7, 10]
32	433/100	0.0625	0.3333333333333333	['E-2', 'E-3', 'B-3', 'G4']	['P8', 'P12', 'M17', 'P5', 'M10', 'M6']	[0, 3, 7]	[3, 7, 10]
32	467/100	0.0625	0.3333333333333333	['E-2', 'E-3', 'B-3', 'G4']	['P8', 'P12', 'M17', 'P5', 'M10', 'M6']	[0, 3, 7]	[3, 7, 10]
33	1.0	1.0	0.3333333333333333	['A-1', 'A-2', 'D4', 'E-4', 'B-4']	['P8', 'A18', 'P19', 'M23', 'A11', 'P12', 'M16', 'm2', 'm6', 'P5']	[0, 1, 5, 7]	[8, 10, 2, 3]
33	133/100	0.0625	0.3333333333333333	['A-1', 'A-2', 'D4', 'E-4', 'B-4']	['P8', 'A18', 'P19', 'M23', 'A11', 'P12', 'M16', 'm2', 'm6', 'P5']	[0, 1, 5, 7]	[8, 10, 2, 3]
33	167/100	0.0625	0.3333333333333333	['A-1', 'A-2', 'D4', 'E-4', 'B-4']	['P8', 'A18', 'P19', 'M23', 'A11', 'P12', 'M16', 'm2', 'm6', 'P5']	[0, 1, 5, 7]	[8, 10, 2, 3]
33	2.0	0.25	0.3333333333333333	['A-1', 'A-2', 'C4', 'E-4', 'A-4']	['P8', 'M17', 'P19', 'P22', 'M10', 'P12', 'P15', 'm3', 'm6', 'P4']	[0, 3, 7]	[8, 0, 3]
33	233/100	0.0625	0.16666666666666666	['A-1', 'A-2', 'C4', 'E-4', 'A-4']	['P8', 'M17', 'P19', 'P22', 'M10', 'P12', 'P15', 'm3', 'm6', 'P4']	[0, 3, 7]	[8, 0, 3]
33	2.5	0.125	0.16666666666666666	['A-1', 'A-2', 'C4', 'E-4', 'G4', 'A-4']	['P8', 'M17', 'P19', 'M21', 'P22', 'M10', 'P12', 'M14', 'P15', 'm3', 'P5', 'm6', 'M3', 'P4', 'm2']	[0, 1, 5, 8]	[7, 8, 0, 3]
33	267/100	0.0625	0.3333333333333333	['A-1', 'A-2', 'B-3', 'E-4', 'G4']	['P8', 'M16', 'P19', 'M21', 'M9', 'P12', 'M14', 'P4', 'M6', 'M3']	[0, 2, 3, 7]	[3, 7, 8, 10]
33	3.0	0.5	0.3333333333333333	['B-1', 'B-2', 'B-3', 'E-4', 'F4']	['P8', 'P15', 'P18', 'P19', 'P11', 'P12', 'P4', 'P5', 'M2']	[0, 2, 7]	[3, 5, 10]
33	333/100	0.0625	0.3333333333333333	['B-1', 'B-2', 'B-3', 'E-4', 'F4']	['P8', 'P15', 'P18', 'P19', 'P11', 'P12', 'P4', 'P5', 'M2']	[0, 2, 7]	[3, 5, 10]
33	367/100	0.0625	0.3333333333333333	['B-1', 'B-2', 'B-3', 'E-4', 'F4']	['P8', 'P15', 'P18', 'P19', 'P11', 'P12', 'P4', 'P5', 'M2']	[0, 2, 7]	[3, 5, 10]
33	4.0	0.25	0.3333333333333333	['B-1', 'B-2', 'B-3', 'D4', 'F4']	['P8', 'P15', 'M17', 'P19', 'M10', 'P12', 'M3', 'P5', 'm3']	[0, 3, 7]	[10, 2, 5]
33	433/100	0.0625	0.3333333333333333	['B-1', 'B-2', 'B-3', 'D4', 'F4']	['P8', 'P15', 'M17', 'P19', 'M10', 'P12', 'M3', 'P5', 'm3']	[0, 3, 7]	[10, 2, 5]
33	467/100	0.0625	0.3333333333333333	['B-1', 'B-2', 'B-3', 'D-4', 'F4']	['P8', 'P15', 'm17', 'P19', 'm10', 'P12', 'm3', 'P5', 'M3']	[0, 3, 7]	[10, 1, 5]
34	1.0	1.0	0.3333333333333333	['F1', 'F2', 'A-3', 'C4', 'A-4']	['P8', 'm17', 'P19', 'm24', 'm10', 'P12', 'M3', 'm6']	[0, 3, 7]	[5, 8, 0]
34	133/100	0.0625	0.3333333333333333	['F3', 'A-3', 'C4', 'F4', 'A-4']	['m3', 'P5', 'P8', 'm10', 'M3', 'M6', 'P4', 'm6']	[0, 3, 7]	[5, 8, 0]
34	167/100	0.0625	0.3333333333333333	['F3', 'A-3', 'C4', 'F4', 'A-4']	['m3', 'P5', 'P8', 'm10', 'M3', 'M6', 'P4', 'm6']	[0, 3, 7]	[5, 8, 0]
